Caption,BlockUntil,ChildStatus,GroupStatus,LastBoot,LastSync,LastSystemUpTimePollUtc,MachineType,MaxResponseTime,MinResponseTime,NodeName,PercentLoss,PercentMemoryAvailable,PercentMemoryUsed,StatusIcon,Comments,ConnectionType,Department,Latitude,Longitude,Region
528-005_5-WB-SW,12/30/1899 5:00:00 AM,1,Up.gif,8/24/2018 4:11:00 PM,11/21/2018 3:40:07 PM,11/21/2018 3:39:56 PM,"Brocade Communications Systems, Inc.",13,2,528-005_5-WB-SW,0,,-2,Up.gif,SR 528 MM 004 - 008,Fiber,Switch-NEMA,28.442440000,-81.391860000,North
528-005_9-EB-SW,12/30/1899 5:00:00 AM,1,Up.gif,9/5/2018 7:08:00 AM,11/21/2018 3:43:05 PM,11/21/2018 3:42:31 PM,"Brocade Communications Systems, Inc.",9,2,528-005_9-EB-SW,0,,-2,Up.gif,SR 528 MM 004 - 008,Fiber,Switch-NEMA,28.443430000,-81.385670000,North
528-004_3-WB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,10/25/2018 4:30:00 PM,11/21/2018 3:43:50 PM,11/21/2018 3:43:06 PM,"Brocade Communications Systems, Inc.",3,1,528-004_3-WB-SW,0,,-2,Up-Down.gif,SR 528 MM 004 - 008,Fiber,Switch-NEMA,28.433358309,-81.409734513,North
528-006_9-EB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/3/2018 9:52:00 AM,11/21/2018 3:42:20 PM,11/21/2018 3:41:51 PM,"Brocade Communications Systems, Inc.",30,2,528-006_9-EB-SW,0,,-2,Up.gif,SR 528 MM 004 - 008,Fiber,Switch-NEMA,28.445550000,-81.369560000,North
528-007_7-EB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 4:34:00 PM,11/21/2018 3:43:51 PM,11/21/2018 3:43:35 PM,"Brocade Communications Systems, Inc.",11,1,528-007_7-EB-SW,0,,-2,Up.gif,SR 528 MM 004 - 008,Fiber,Switch-NEMA,28.446940000,-81.357570000,North
091-227_5-NB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,11/7/2018 10:28:00 AM,11/21/2018 3:43:28 PM,11/21/2018 3:43:21 PM,"Brocade Communications Systems, Inc.",12,2,091-227_5-NB-SW,0,100,0,Up-Down.gif,SR 091 MM 207 - 229,Fiber,Switch-NEMA,28.068729879,-81.242332205,North
821-005_1-NB-SW,12/30/1899 5:00:00 AM,1,Up.gif,8/16/2018 5:30:00 PM,11/21/2018 3:43:10 PM,11/21/2018 3:43:01 PM,"Brocade Communications Systems, Inc.",23,2,821-005_1-NB-SW,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,Switch-NEMA,25.499202,-80.417196,South
821-008_9-SB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,5/11/2018 4:12:00 PM,11/21/2018 3:42:51 PM,11/21/2018 3:42:12 PM,"Brocade Communications Systems, Inc.",15,2,821-008_9-SB-SW,0,,-2,Up-Down.gif,SR 821 MM 000 - 016,Fiber,Switch-NEMA,25.53159293,-80.37450095,South
528-005_3-WB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,9/21/2018 5:02:00 PM,11/21/2018 3:43:51 PM,11/21/2018 3:42:51 PM,"Brocade Communications Systems, Inc.",11,1,528-005_3-WB-SW,0,100,0,Up-Down.gif,SR 528 MM 004 - 008,Fiber,Switch-NEMA,28.440820000,-81.396030000,North
429-002_5-NB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,8/21/2015 6:04:00 AM,11/21/2018 3:43:28 PM,11/21/2018 3:43:21 PM,"Brocade Communications Systems, Inc.",3,2,429-002_5-NB-SW,0,100,0,Up-Down.gif,SR 429 MM 000 - 011,Fiber,Switch-NEMA,28.30885513,-81.60719301,North
429-000_7-SB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,4/11/2018 10:04:00 PM,11/21/2018 3:35:18 PM,11/21/2018 3:33:59 PM,"Brocade Communications Systems, Inc.",22,2,429-000_7-SB-SW,0,100,0,Up-Down.gif,SR 429 MM 000 - 011,Fiber,Switch-NEMA,28.284813374,-81.595093412,North
091-265_2-NB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,11/7/2018 12:48:00 PM,11/21/2018 3:43:50 PM,11/21/2018 3:43:23 PM,"Brocade Communications Systems, Inc.",9,1,091-265_2-NB-SW,0,100,0,Up-Down.gif,SR 091 MM 265 - 285,Fiber,Switch-NEMA,28.52791,-81.51685,North
091-288_8-SB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,8/25/2018 9:06:00 PM,11/21/2018 3:42:44 PM,11/21/2018 3:42:35 PM,"Brocade Communications Systems, Inc.",8,2,091-288_8-SB-SW,0,,-2,Up-Down.gif,SR 091 MM 285 - 302,Fiber,Switch-NEMA,28.675450280,-81.853828387,North
091-307_2-SB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,10/11/2018 7:44:00 PM,11/21/2018 3:42:43 PM,11/21/2018 3:42:30 PM,"Brocade Communications Systems, Inc.",5,2,091-307_2-SB-SW,0,,-2,Up-Down.gif,SR 091 MM 302N,Fiber,Switch-NEMA,28.845483359,-82.072046244,North
091-174_1-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,9/25/2018 3:41:00 PM,11/21/2018 3:43:38 PM,11/21/2018 3:42:15 PM,"Brocade Communications Systems, Inc.",4,3,091-174_1-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.559160066,-80.664999241,North
091-178_1-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,9/25/2018 3:41:00 PM,11/21/2018 3:43:22 PM,11/21/2018 3:43:08 PM,"Brocade Communications Systems, Inc.",4,4,091-178_1-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.559131691,-80.730236571,North
091-182_1-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/12/2018 6:25:00 PM,11/21/2018 3:43:12 PM,11/21/2018 3:42:35 PM,"Brocade Communications Systems, Inc.",4,4,091-182_1-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.567619884,-80.794485225,North
091-185_1-NB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,10/8/2018 5:56:00 PM,11/21/2018 3:43:41 PM,11/21/2018 3:42:30 PM,"Brocade Communications Systems, Inc.",5,4,091-185_1-NB-SW,0,100,0,Up-Down.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.602661842,-80.821986856,North
091-192_9-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/14/2018 3:22:00 PM,11/21/2018 3:43:47 PM,11/21/2018 3:42:56 PM,"Brocade Communications Systems, Inc.",13,4,091-192_9-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.693680754,-80.895319021,North
091-196_7-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 9:18:00 PM,11/21/2018 3:43:36 PM,11/21/2018 3:42:23 PM,"Brocade Communications Systems, Inc.",9,4,091-196_7-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.738498317,-80.925263087,North
091-200_8-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 9:19:00 PM,11/21/2018 3:43:50 PM,11/21/2018 3:43:08 PM,"Brocade Communications Systems, Inc.",3,2,091-200_8-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.780250044,-80.971379117,North
091-204_8-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/30/2018 9:38:00 AM,11/21/2018 3:43:50 PM,11/21/2018 3:43:46 PM,"Brocade Communications Systems, Inc.",9,2,091-204_8-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.828389648,-81.004786773,North
417-041_2-NB-SW,12/30/1899 5:00:00 AM,1,Up.gif,8/27/2018 8:29:00 PM,11/21/2018 3:43:29 PM,11/21/2018 3:42:00 PM,"Brocade Communications Systems, Inc.",6,2,417-041_2-NB-SW,0,100,0,Up.gif,SR 417 MM 037 - 047,Fiber,Switch-NEMA,28.655196117,-81.232178429,North
091-175_1-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/2/2018 9:05:00 PM,11/21/2018 3:42:52 PM,11/21/2018 3:42:31 PM,"Brocade Communications Systems, Inc.",7,4,091-175_1-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.559554142,-80.681338855,North
091-179_1-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,9/25/2018 3:41:00 PM,11/21/2018 3:42:54 PM,11/21/2018 3:42:43 PM,"Brocade Communications Systems, Inc.",24,4,091-179_1-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.559139510,-80.747192025,North
091-183_1-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/31/2018 12:01:00 PM,11/21/2018 3:43:56 PM,11/21/2018 3:42:25 PM,"Brocade Communications Systems, Inc.",7,4,091-183_1-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.577985939,-80.805531920,North
091-185_9-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/8/2018 5:56:00 PM,11/21/2018 3:43:30 PM,11/21/2018 3:42:08 PM,"Brocade Communications Systems, Inc.",22,4,091-185_9-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.611749320,-80.830624025,North
091-189_9-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/14/2018 3:48:00 PM,11/21/2018 3:43:49 PM,11/21/2018 3:43:34 PM,"Brocade Communications Systems, Inc.",4,4,091-189_9-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.659696717,-80.867739159,North
091-193_2-WB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/24/2018 11:56:00 AM,11/21/2018 3:42:53 PM,11/21/2018 3:42:31 PM,"Brocade Communications Systems, Inc.",14,4,091-193_2-WB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.694661,-80.891836,North
091-193_9-NB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 9:19:00 PM,11/21/2018 3:43:14 PM,11/21/2018 3:43:12 PM,"Brocade Communications Systems, Inc.",6,4,091-193_9-NB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.708367413,-80.895217067,North
091-197_6-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 9:19:00 PM,11/21/2018 3:43:53 PM,11/21/2018 3:43:36 PM,"Brocade Communications Systems, Inc.",7,4,091-197_6-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.747469995,-80.935174705,North
091-176_1-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,9/25/2018 3:41:00 PM,11/21/2018 3:43:37 PM,11/21/2018 3:42:41 PM,"Brocade Communications Systems, Inc.",5,4,091-176_1-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.559180382,-80.697598247,North
091-180_1-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/31/2018 12:01:00 PM,11/21/2018 3:43:34 PM,11/21/2018 3:43:23 PM,"Brocade Communications Systems, Inc.",7,4,091-180_1-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.559105559,-80.763431870,North
091-184_0-NB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/31/2018 12:01:00 PM,11/21/2018 3:42:42 PM,11/21/2018 3:42:19 PM,"Brocade Communications Systems, Inc.",35,4,091-184_0-NB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.59000015,-80.81390381,North
091-187_0-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/8/2018 5:56:00 PM,11/21/2018 3:42:48 PM,11/21/2018 3:42:35 PM,"Brocade Communications Systems, Inc.",35,4,091-187_0-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.624230683,-80.839879824,North
091-190_9-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/14/2018 3:40:00 PM,11/21/2018 3:42:32 PM,11/21/2018 3:42:28 PM,"Brocade Communications Systems, Inc.",17,4,091-190_9-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.669538627,-80.879235745,North
091-194_9-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 9:18:00 PM,11/21/2018 3:42:30 PM,11/21/2018 3:42:23 PM,"Brocade Communications Systems, Inc.",23,4,091-194_9-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.719760329,-80.904679230,North
091-202_8-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/30/2018 9:38:00 AM,11/21/2018 3:43:53 PM,11/21/2018 3:42:08 PM,"Brocade Communications Systems, Inc.",37,3,091-202_8-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.801176130,-80.994420083,North
091-206_9-NB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,10/30/2018 9:38:00 AM,11/21/2018 3:43:28 PM,11/21/2018 3:42:40 PM,"Brocade Communications Systems, Inc.",8,3,091-206_9-NB-SW,0,100,0,Up-Down.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.858573057,-81.009039665,North
091-177_1-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,9/25/2018 3:41:00 PM,11/21/2018 3:42:54 PM,11/21/2018 3:42:40 PM,"Brocade Communications Systems, Inc.",46,4,091-177_1-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.559162436,-80.713906244,North
091-181_1-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/13/2018 2:26:00 PM,11/21/2018 3:43:57 PM,11/21/2018 3:42:08 PM,"Brocade Communications Systems, Inc.",8,4,091-181_1-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.562346863,-80.779280790,North
091-185_0-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/8/2018 5:56:00 PM,11/21/2018 3:43:23 PM,11/21/2018 3:43:15 PM,"Brocade Communications Systems, Inc.",52,4,091-185_0-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.599939680,-80.823169658,North
091-187_9-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/8/2018 5:56:00 PM,11/21/2018 3:43:49 PM,11/21/2018 3:43:22 PM,"Brocade Communications Systems, Inc.",5,4,091-187_9-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.636198690,-80.848732312,North
091-191_9-SB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,11/14/2018 7:32:00 PM,11/21/2018 3:43:52 PM,11/21/2018 3:43:08 PM,"Brocade Communications Systems, Inc.",35,4,091-191_9-SB-SW,0,100,0,Up-Down.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.679325376,-80.890671472,North
091-193_1-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/13/2018 12:18:00 PM,11/21/2018 3:43:55 PM,11/21/2018 3:43:38 PM,"Brocade Communications Systems, Inc.",23,4,091-193_1-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.697230,-80.898020,North
091-195_7-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/14/2018 7:45:00 PM,11/21/2018 3:43:38 PM,11/21/2018 3:42:42 PM,"Brocade Communications Systems, Inc.",13,4,091-195_7-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.72750092,-80.9131012,North
091-195_8-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/14/2018 7:42:00 PM,11/21/2018 3:43:39 PM,11/21/2018 3:42:25 PM,"Brocade Communications Systems, Inc.",5,4,091-195_8-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.72750092,-80.9131012,North
091-199_9-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 9:19:00 PM,11/21/2018 3:43:29 PM,11/21/2018 3:43:03 PM,"Brocade Communications Systems, Inc.",12,4,091-199_9-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.769981484,-80.960073438,North
091-203_8-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/30/2018 9:38:00 AM,11/21/2018 3:43:52 PM,11/21/2018 3:42:17 PM,"Brocade Communications Systems, Inc.",17,2,091-203_8-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.814044458,-81.002307784,North
091-174_6-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,9/25/2018 3:41:00 PM,11/21/2018 3:44:01 PM,11/21/2018 3:43:01 PM,"Brocade Communications Systems, Inc.",4,3,091-174_6-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.559212850,-80.673152645,North
091-176_6-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,9/25/2018 3:41:00 PM,11/21/2018 3:42:37 PM,11/21/2018 3:42:13 PM,"Brocade Communications Systems, Inc.",4,4,091-176_6-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.559226075,-80.705846652,North
091-178_6-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,9/25/2018 3:41:00 PM,11/21/2018 3:42:53 PM,11/21/2018 3:42:13 PM,"Brocade Communications Systems, Inc.",4,4,091-178_6-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.559145092,-80.738343926,North
091-182_6-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/31/2018 12:01:00 PM,11/21/2018 3:43:35 PM,11/21/2018 3:43:17 PM,"Brocade Communications Systems, Inc.",4,4,091-182_6-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.572103076,-80.800808388,North
091-184_6-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/31/2018 12:01:00 PM,11/21/2018 3:42:13 PM,11/21/2018 3:41:51 PM,"Brocade Communications Systems, Inc.",58,4,091-184_6-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.595462457,-80.818546125,North
091-188_4-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/8/2018 5:56:00 PM,11/21/2018 3:43:55 PM,11/21/2018 3:42:33 PM,"Brocade Communications Systems, Inc.",4,4,091-188_4-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.642215350,-80.853171889,North
091-190_4-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/14/2018 3:44:00 PM,11/21/2018 3:43:42 PM,11/21/2018 3:42:23 PM,"Brocade Communications Systems, Inc.",30,4,091-190_4-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.664713939,-80.873551307,North
091-192_4-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/14/2018 3:26:00 PM,11/21/2018 3:43:48 PM,11/21/2018 3:43:32 PM,"Brocade Communications Systems, Inc.",19,4,091-192_4-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.686482311,-80.894700282,North
091-193_4-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/14/2018 3:19:00 PM,11/21/2018 3:43:45 PM,11/21/2018 3:42:22 PM,"Brocade Communications Systems, Inc.",4,4,091-193_4-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.700765809,-80.894901076,North
091-195_4-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 9:19:00 PM,11/21/2018 3:43:32 PM,11/21/2018 3:43:23 PM,"Brocade Communications Systems, Inc.",9,4,091-195_4-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.725100131,-80.910413111,North
091-197_3-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 9:18:00 PM,11/21/2018 3:42:51 PM,11/21/2018 3:42:10 PM,"Brocade Communications Systems, Inc.",14,4,091-197_3-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.744063956,-80.931357562,North
091-198_6-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 9:19:00 PM,11/21/2018 3:42:58 PM,11/21/2018 3:42:46 PM,"Brocade Communications Systems, Inc.",26,4,091-198_6-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.755924146,-80.944436087,North
091-200_3-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 9:19:00 PM,11/21/2018 3:43:06 PM,11/21/2018 3:43:03 PM,"Brocade Communications Systems, Inc.",32,2,091-200_3-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.775292005,-80.965816290,North
091-204_3-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/30/2018 9:38:00 AM,11/21/2018 3:43:52 PM,11/21/2018 3:43:41 PM,"Brocade Communications Systems, Inc.",10,2,091-204_3-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.821272697,-81.003637783,North
091-206_3-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/30/2018 9:38:00 AM,11/21/2018 3:43:07 PM,11/21/2018 3:42:17 PM,"Brocade Communications Systems, Inc.",3,2,091-206_3-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.850589829,-81.007933536,North
091-175_6-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,9/25/2018 3:41:00 PM,11/21/2018 3:43:34 PM,11/21/2018 3:43:23 PM,"Brocade Communications Systems, Inc.",4,4,091-175_6-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.559225537,-80.689236889,North
091-179_6-SB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,11/13/2018 4:33:00 PM,11/21/2018 3:43:18 PM,11/21/2018 3:43:01 PM,"Brocade Communications Systems, Inc.",20,4,091-179_6-SB-SW,0,,-2,Up-Down.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.559173851,-80.754715706,North
091-181_6-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/31/2018 12:01:00 PM,11/21/2018 3:43:18 PM,11/21/2018 3:42:14 PM,"Brocade Communications Systems, Inc.",7,4,091-181_6-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.564716637,-80.786514599,North
091-183_6-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/31/2018 12:02:00 PM,11/21/2018 3:42:26 PM,11/21/2018 3:42:15 PM,"Brocade Communications Systems, Inc.",7,4,091-183_6-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.584156222,-80.810123935,North
091-185_4-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/8/2018 5:56:00 PM,11/21/2018 3:43:27 PM,11/21/2018 3:43:19 PM,"Brocade Communications Systems, Inc.",10,4,091-185_4-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.605907652,-80.826346117,North
091-189_5-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/8/2018 5:56:00 PM,11/21/2018 3:42:47 PM,11/21/2018 3:42:32 PM,"Brocade Communications Systems, Inc.",29,4,091-189_5-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.654793263,-80.862526513,North
091-194_4-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 9:19:00 PM,11/21/2018 3:43:09 PM,11/21/2018 3:42:12 PM,"Brocade Communications Systems, Inc.",41,4,091-194_4-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.714293259,-80.898762290,North
091-196_3-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 9:19:00 PM,11/21/2018 3:42:54 PM,11/21/2018 3:42:32 PM,"Brocade Communications Systems, Inc.",8,4,091-196_3-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.733677642,-80.919885237,North
091-198_3-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 9:19:00 PM,11/21/2018 3:43:39 PM,11/21/2018 3:43:31 PM,"Brocade Communications Systems, Inc.",42,4,091-198_3-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.752056465,-80.940068555,North
091-199_4-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 9:19:00 PM,11/21/2018 3:43:39 PM,11/21/2018 3:43:37 PM,"Brocade Communications Systems, Inc.",23,4,091-199_4-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.764868473,-80.954324656,North
091-201_3-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 9:18:00 PM,11/21/2018 3:43:29 PM,11/21/2018 3:43:21 PM,"Brocade Communications Systems, Inc.",25,2,091-201_3-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.786615658,-80.977219722,North
091-203_3-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/30/2018 9:38:00 AM,11/21/2018 3:42:44 PM,11/21/2018 3:42:32 PM,"Brocade Communications Systems, Inc.",8,2,091-203_3-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.807103139,-80.999083631,North
091-205_3-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/30/2018 9:38:00 AM,11/21/2018 3:43:51 PM,11/21/2018 3:42:57 PM,"Brocade Communications Systems, Inc.",21,2,091-205_3-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.835605758,-81.005761923,North
091-198_9-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 9:18:00 PM,11/21/2018 3:42:32 PM,11/21/2018 3:42:20 PM,"Brocade Communications Systems, Inc.",8,4,091-198_9-SB-SW,0,100,0,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.759703259,-80.948670442,North
091-177_6-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,9/25/2018 3:41:00 PM,11/21/2018 3:43:25 PM,11/21/2018 3:42:31 PM,"Brocade Communications Systems, Inc.",4,4,091-177_6-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.559205498,-80.722135923,North
091-187_4-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/8/2018 5:56:00 PM,11/21/2018 3:43:30 PM,11/21/2018 3:42:09 PM,"Brocade Communications Systems, Inc.",25,4,091-187_4-SB-SW,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,Switch-NEMA,27.630124610,-80.844213276,North
